batting_team,bowling_team,city,target_score,current_score,balls_left,wickets_left,crr,rrr,toss_winner,toss_decision,powerplay,recent_performance,result
Rajasthan Royals,Chennai Super Kings,Chennai,220,141,55,8,13.02,8.62,Rajasthan Royals,bat,0,45,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,193,75,75,10,10.0,9.44,Kolkata Knight Riders,field,0,35,1
Royal Challengers Bangalore,Punjab Kings,Hyderabad,209,99,47,2,8.14,14.04,Punjab Kings,bat,0,51,1
Mumbai Indians,Gujarat Titans,Ahmedabad,172,171,5,2,8.92,1.2,Gujarat Titans,bat,0,57,1
Sunrisers Hyderabad,Chennai Super Kings,Bangalore,228,171,9,1,9.24,38.0,Chennai Super Kings,bat,0,43,0
Chennai Super Kings,Mumbai Indians,Jaipur,150,92,36,4,6.57,9.67,Mumbai Indians,bat,0,55,0
Delhi Capitals,Kolkata Knight Riders,Bangalore,198,120,56,10,11.25,8.36,Delhi Capitals,bat,0,54,1
Chennai Super Kings,Punjab Kings,Ahmedabad,153,131,32,2,8.93,4.12,Punjab Kings,field,0,26,1
Punjab Kings,Gujarat Titans,Ahmedabad,225,145,45,5,11.6,10.67,Gujarat Titans,field,0,52,1
Royal Challengers Bangalore,Chennai Super Kings,Jaipur,182,57,84,10,9.5,8.93,Chennai Super Kings,bat,0,29,1
Chennai Super Kings,Mumbai Indians,Chennai,162,71,47,10,5.84,11.62,Mumbai Indians,field,0,49,1
Gujarat Titans,Royal Challengers Bangalore,Chandigarh,193,103,66,8,11.44,8.18,Gujarat Titans,field,0,49,1
Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai,213,194,5,1,10.12,22.8,Kolkata Knight Riders,bat,0,48,0
Sunrisers Hyderabad,Punjab Kings,Chandigarh,214,147,44,3,11.61,9.14,Punjab Kings,bat,0,29,1
Gujarat Titans,Mumbai Indians,Ahmedabad,216,159,39,9,11.78,8.77,Gujarat Titans,field,0,39,1
Mumbai Indians,Rajasthan Royals,Chennai,147,75,36,4,5.36,12.0,Mumbai Indians,bat,0,33,0
Lucknow Super Giants,Sunrisers Hyderabad,Ahmedabad,211,132,53,10,11.82,8.94,Lucknow Super Giants,bat,0,56,1
Punjab Kings,Delhi Capitals,Kolkata,175,117,9,1,6.32,38.67,Delhi Capitals,bat,0,35,0
Lucknow Super Giants,Sunrisers Hyderabad,Delhi,213,151,11,7,8.31,33.82,Lucknow Super Giants,field,0,25,0
Punjab Kings,Mumbai Indians,Ahmedabad,216,86,54,3,7.82,14.44,Mumbai Indians,bat,0,33,0
Rajasthan Royals,Sunrisers Hyderabad,Chandigarh,141,73,33,9,5.03,12.36,Rajasthan Royals,field,0,60,1
Sunrisers Hyderabad,Rajasthan Royals,Chandigarh,228,179,33,10,12.34,8.91,Sunrisers Hyderabad,field,0,61,1
Punjab Kings,Royal Challengers Bangalore,Chandigarh,210,73,66,6,8.11,12.45,Royal Challengers Bangalore,field,0,41,1
Lucknow Super Giants,Kolkata Knight Riders,Chennai,169,113,51,7,9.83,6.59,Lucknow Super Giants,field,0,35,1
Mumbai Indians,Royal Challengers Bangalore,Kolkata,199,198,8,4,10.61,0.75,Mumbai Indians,field,0,50,1
Punjab Kings,Gujarat Titans,Chennai,219,177,27,9,11.42,9.33,Punjab Kings,bat,0,43,1
Rajasthan Royals,Lucknow Super Giants,Hyderabad,212,172,36,1,12.29,6.67,Rajasthan Royals,bat,0,29,1
Punjab Kings,Kolkata Knight Riders,Lucknow,162,101,41,9,7.67,8.93,Kolkata Knight Riders,field,0,29,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,204,178,21,4,10.79,7.43,Sunrisers Hyderabad,field,0,39,1
Gujarat Titans,Lucknow Super Giants,Delhi,205,199,18,1,11.71,2.0,Gujarat Titans,bat,0,41,1
Delhi Capitals,Sunrisers Hyderabad,Kolkata,208,126,50,7,10.8,9.84,Delhi Capitals,bat,0,58,1
Rajasthan Royals,Chennai Super Kings,Delhi,218,49,85,7,8.4,11.93,Rajasthan Royals,bat,1,44,1
Gujarat Titans,Punjab Kings,Chandigarh,155,84,33,8,5.79,12.91,Punjab Kings,field,0,34,1
Sunrisers Hyderabad,Gujarat Titans,Hyderabad,211,85,65,8,9.27,11.63,Sunrisers Hyderabad,bat,0,58,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,178,140,39,3,10.37,5.85,Sunrisers Hyderabad,field,0,29,1
Lucknow Super Giants,Gujarat Titans,Ahmedabad,182,180,5,6,9.39,2.4,Gujarat Titans,field,0,43,1
Delhi Capitals,Chennai Super Kings,Chennai,185,121,23,1,7.48,16.7,Chennai Super Kings,field,0,52,0
Delhi Capitals,Punjab Kings,Lucknow,143,125,20,5,7.5,5.4,Delhi Capitals,bat,0,43,1
Punjab Kings,Gujarat Titans,Kolkata,149,80,63,9,8.42,6.57,Gujarat Titans,bat,0,60,1
Punjab Kings,Gujarat Titans,Lucknow,194,120,23,10,7.42,19.3,Punjab Kings,field,0,57,1
Gujarat Titans,Royal Challengers Bangalore,Mumbai,141,75,43,10,5.84,9.21,Royal Challengers Bangalore,bat,0,46,1
Kolkata Knight Riders,Gujarat Titans,Chennai,169,58,72,10,7.25,9.25,Kolkata Knight Riders,bat,0,34,1
Kolkata Knight Riders,Delhi Capitals,Bangalore,166,136,8,8,7.29,22.5,Delhi Capitals,bat,0,59,0
Gujarat Titans,Kolkata Knight Riders,Chennai,191,103,63,6,10.84,8.38,Kolkata Knight Riders,bat,0,53,1
Delhi Capitals,Sunrisers Hyderabad,Delhi,223,189,23,3,11.69,8.87,Sunrisers Hyderabad,field,0,28,1
Sunrisers Hyderabad,Rajasthan Royals,Delhi,144,84,27,8,5.42,13.33,Sunrisers Hyderabad,bat,0,25,1
Royal Challengers Bangalore,Rajasthan Royals,Mumbai,141,78,44,5,6.16,8.59,Rajasthan Royals,field,0,44,1
Delhi Capitals,Punjab Kings,Ahmedabad,222,179,26,3,11.43,9.92,Punjab Kings,bat,0,33,1
Rajasthan Royals,Lucknow Super Giants,Hyderabad,171,118,45,6,9.44,7.07,Lucknow Super Giants,field,0,48,1
Royal Challengers Bangalore,Chennai Super Kings,Mumbai,221,76,75,7,10.13,11.6,Royal Challengers Bangalore,bat,0,40,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,158,100,41,6,7.59,8.49,Sunrisers Hyderabad,bat,0,55,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,177,88,48,6,7.33,11.12,Sunrisers Hyderabad,bat,0,44,1
Mumbai Indians,Kolkata Knight Riders,Chandigarh,159,51,79,10,7.46,8.2,Mumbai Indians,field,0,28,1
Lucknow Super Giants,Royal Challengers Bangalore,Ahmedabad,158,123,6,4,6.47,35.0,Royal Challengers Bangalore,bat,0,38,0
Lucknow Super Giants,Delhi Capitals,Lucknow,207,166,9,4,8.97,27.33,Delhi Capitals,field,0,57,0
Punjab Kings,Kolkata Knight Riders,Ahmedabad,144,75,62,8,7.76,6.68,Kolkata Knight Riders,bat,0,30,1
Punjab Kings,Rajasthan Royals,Chennai,215,112,47,5,9.21,13.15,Punjab Kings,bat,0,35,1
Chennai Super Kings,Punjab Kings,Bangalore,191,165,4,5,8.53,39.0,Chennai Super Kings,field,0,37,0
Lucknow Super Giants,Gujarat Titans,Mumbai,145,141,14,5,7.98,1.71,Gujarat Titans,field,0,32,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,169,117,34,5,8.16,9.18,Chennai Super Kings,field,0,48,1
Punjab Kings,Chennai Super Kings,Kolkata,158,43,89,9,8.32,7.75,Punjab Kings,bat,1,42,1
Kolkata Knight Riders,Lucknow Super Giants,Chandigarh,176,77,71,5,9.43,8.37,Kolkata Knight Riders,bat,0,47,1
Delhi Capitals,Gujarat Titans,Hyderabad,193,192,14,9,10.87,0.43,Delhi Capitals,field,0,38,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Lucknow,187,37,87,7,6.73,10.34,Sunrisers Hyderabad,field,1,27,1
Rajasthan Royals,Lucknow Super Giants,Mumbai,210,68,85,9,11.66,10.02,Lucknow Super Giants,bat,1,59,1
Royal Challengers Bangalore,Chennai Super Kings,Mumbai,196,97,63,9,10.21,9.43,Royal Challengers Bangalore,bat,0,55,1
Sunrisers Hyderabad,Lucknow Super Giants,Lucknow,200,45,87,8,8.18,10.69,Sunrisers Hyderabad,bat,1,31,1
Chennai Super Kings,Delhi Capitals,Chennai,174,109,17,2,6.35,22.94,Chennai Super Kings,field,0,59,0
Rajasthan Royals,Punjab Kings,Mumbai,170,95,34,10,6.63,13.24,Punjab Kings,bat,0,27,1
Lucknow Super Giants,Kolkata Knight Riders,Delhi,153,98,33,8,6.76,10.0,Kolkata Knight Riders,bat,0,60,1
Delhi Capitals,Sunrisers Hyderabad,Chennai,175,126,20,8,7.56,14.7,Sunrisers Hyderabad,bat,0,34,1
Mumbai Indians,Gujarat Titans,Bangalore,229,80,65,7,8.73,13.75,Mumbai Indians,bat,0,37,1
Sunrisers Hyderabad,Mumbai Indians,Kolkata,206,151,24,6,9.44,13.75,Sunrisers Hyderabad,field,0,53,1
Chennai Super Kings,Mumbai Indians,Mumbai,186,100,51,8,8.7,10.12,Chennai Super Kings,bat,0,39,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,198,166,17,7,9.67,11.29,Royal Challengers Bangalore,bat,0,51,1
Lucknow Super Giants,Royal Challengers Bangalore,Ahmedabad,183,58,74,8,7.57,10.14,Royal Challengers Bangalore,bat,0,51,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Chandigarh,213,159,9,2,8.59,36.0,Sunrisers Hyderabad,field,0,48,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,204,46,82,6,7.26,11.56,Chennai Super Kings,field,0,46,1
Lucknow Super Giants,Mumbai Indians,Delhi,226,71,66,8,7.89,14.09,Lucknow Super Giants,bat,0,34,1
Mumbai Indians,Rajasthan Royals,Kolkata,165,73,47,4,6.0,11.74,Mumbai Indians,bat,0,32,0
Chennai Super Kings,Rajasthan Royals,Lucknow,155,77,50,7,6.6,9.36,Rajasthan Royals,field,0,37,1
Royal Challengers Bangalore,Gujarat Titans,Chennai,215,192,17,3,11.18,8.12,Gujarat Titans,bat,0,37,1
Rajasthan Royals,Mumbai Indians,Lucknow,171,159,24,9,9.94,3.0,Mumbai Indians,bat,0,55,1
Lucknow Super Giants,Punjab Kings,Lucknow,203,159,40,3,11.93,6.6,Lucknow Super Giants,field,0,27,1
Delhi Capitals,Kolkata Knight Riders,Mumbai,176,175,15,9,10.0,0.4,Delhi Capitals,bat,0,64,1
Mumbai Indians,Rajasthan Royals,Hyderabad,186,86,72,9,10.75,8.33,Mumbai Indians,bat,0,62,1
Delhi Capitals,Punjab Kings,Mumbai,183,111,48,5,9.25,9.0,Delhi Capitals,field,0,40,1
Mumbai Indians,Chennai Super Kings,Hyderabad,165,58,78,8,8.29,8.23,Mumbai Indians,bat,0,58,1
Delhi Capitals,Sunrisers Hyderabad,Jaipur,165,65,59,6,6.39,10.17,Sunrisers Hyderabad,bat,0,38,1
Chennai Super Kings,Lucknow Super Giants,Lucknow,165,49,71,5,6.0,9.8,Chennai Super Kings,bat,0,37,1
Punjab Kings,Kolkata Knight Riders,Delhi,150,121,9,8,6.54,19.33,Kolkata Knight Riders,bat,0,42,0
Lucknow Super Giants,Kolkata Knight Riders,Lucknow,209,148,23,4,9.15,15.91,Kolkata Knight Riders,bat,0,34,0
Rajasthan Royals,Royal Challengers Bangalore,Mumbai,212,202,25,2,12.76,2.4,Royal Challengers Bangalore,field,0,48,1
Rajasthan Royals,Delhi Capitals,Chandigarh,151,88,30,9,5.87,12.6,Rajasthan Royals,field,0,51,1
Punjab Kings,Mumbai Indians,Bangalore,222,111,69,6,13.06,9.65,Mumbai Indians,field,0,42,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,210,143,20,6,8.58,20.1,Sunrisers Hyderabad,bat,0,25,1
Rajasthan Royals,Punjab Kings,Bangalore,222,166,21,8,10.06,16.0,Punjab Kings,bat,0,37,1
Kolkata Knight Riders,Royal Challengers Bangalore,Hyderabad,206,75,79,6,10.98,9.95,Royal Challengers Bangalore,bat,0,32,1
Punjab Kings,Kolkata Knight Riders,Mumbai,168,121,39,4,8.96,7.23,Kolkata Knight Riders,field,0,47,1
Gujarat Titans,Lucknow Super Giants,Chandigarh,211,138,54,5,12.55,8.11,Lucknow Super Giants,bat,0,60,1
Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,203,90,50,4,7.71,13.56,Lucknow Super Giants,bat,0,36,1
Gujarat Titans,Rajasthan Royals,Hyderabad,212,176,24,10,11.0,9.0,Gujarat Titans,field,0,48,1
Chennai Super Kings,Royal Challengers Bangalore,Delhi,168,78,62,4,8.07,8.71,Chennai Super Kings,field,0,53,1
Delhi Capitals,Gujarat Titans,Hyderabad,198,118,41,8,8.96,11.71,Gujarat Titans,bat,0,28,1
Mumbai Indians,Rajasthan Royals,Delhi,161,56,69,5,6.59,9.13,Mumbai Indians,bat,0,42,1
Rajasthan Royals,Gujarat Titans,Hyderabad,149,147,8,4,7.88,1.5,Rajasthan Royals,bat,0,50,1
Delhi Capitals,Chennai Super Kings,Hyderabad,164,118,18,9,6.94,15.33,Chennai Super Kings,bat,0,39,1
Punjab Kings,Gujarat Titans,Chennai,147,71,65,8,7.75,7.02,Gujarat Titans,field,0,64,1
Chennai Super Kings,Rajasthan Royals,Delhi,224,60,75,9,8.0,13.12,Rajasthan Royals,field,0,26,1
Mumbai Indians,Punjab Kings,Bangalore,179,119,50,10,10.2,7.2,Mumbai Indians,bat,0,54,1
Delhi Capitals,Gujarat Titans,Chennai,176,88,59,8,8.66,8.95,Gujarat Titans,bat,0,54,1
Kolkata Knight Riders,Sunrisers Hyderabad,Jaipur,184,177,15,6,10.11,2.8,Kolkata Knight Riders,bat,0,41,1
Gujarat Titans,Sunrisers Hyderabad,Kolkata,157,99,53,7,8.87,6.57,Gujarat Titans,bat,0,28,1
Delhi Capitals,Punjab Kings,Ahmedabad,154,142,15,4,8.11,4.8,Delhi Capitals,bat,0,52,1
Mumbai Indians,Chennai Super Kings,Bangalore,146,105,16,9,6.06,15.38,Mumbai Indians,field,0,54,1
Royal Challengers Bangalore,Chennai Super Kings,Jaipur,164,73,54,5,6.64,10.11,Chennai Super Kings,field,0,53,1
Rajasthan Royals,Gujarat Titans,Mumbai,202,48,82,8,7.58,11.27,Rajasthan Royals,field,0,28,1
Sunrisers Hyderabad,Chennai Super Kings,Jaipur,170,123,38,3,9.0,7.42,Chennai Super Kings,field,0,59,1
Rajasthan Royals,Lucknow Super Giants,Chennai,183,101,36,8,7.21,13.67,Lucknow Super Giants,field,0,28,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,148,112,25,1,7.07,8.64,Rajasthan Royals,field,0,41,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,209,79,82,8,12.47,9.51,Royal Challengers Bangalore,field,0,54,1
Rajasthan Royals,Lucknow Super Giants,Hyderabad,219,154,34,7,10.74,11.47,Rajasthan Royals,bat,0,52,1
Gujarat Titans,Kolkata Knight Riders,Chennai,179,156,27,10,10.06,5.11,Gujarat Titans,field,0,60,1
Lucknow Super Giants,Sunrisers Hyderabad,Lucknow,171,62,60,10,6.2,10.9,Sunrisers Hyderabad,field,0,49,1
Royal Challengers Bangalore,Lucknow Super Giants,Ahmedabad,174,122,45,3,9.76,6.93,Royal Challengers Bangalore,bat,0,47,1
Lucknow Super Giants,Rajasthan Royals,Ahmedabad,226,99,59,6,9.74,12.92,Rajasthan Royals,field,0,40,1
Royal Challengers Bangalore,Punjab Kings,Lucknow,190,86,63,8,9.05,9.9,Punjab Kings,bat,0,47,1
Chennai Super Kings,Sunrisers Hyderabad,Lucknow,197,53,85,7,9.09,10.16,Sunrisers Hyderabad,field,1,53,1
Chennai Super Kings,Sunrisers Hyderabad,Chandigarh,168,34,88,9,6.38,9.14,Sunrisers Hyderabad,field,1,34,1
Mumbai Indians,Delhi Capitals,Kolkata,209,136,50,9,11.66,8.76,Mumbai Indians,bat,0,36,1
Chennai Super Kings,Rajasthan Royals,Lucknow,227,145,54,8,13.18,9.11,Chennai Super Kings,field,0,31,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,215,127,54,3,11.55,9.78,Mumbai Indians,field,0,45,1
Delhi Capitals,Royal Challengers Bangalore,Kolkata,196,155,30,7,10.33,8.2,Delhi Capitals,bat,0,33,1
Delhi Capitals,Lucknow Super Giants,Jaipur,213,50,80,10,7.5,12.22,Lucknow Super Giants,field,0,50,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,211,196,25,1,12.38,3.6,Kolkata Knight Riders,bat,0,50,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,194,137,12,4,7.61,28.5,Kolkata Knight Riders,bat,0,26,0
Mumbai Indians,Rajasthan Royals,Delhi,165,161,20,3,9.66,1.2,Rajasthan Royals,bat,0,25,1
Punjab Kings,Rajasthan Royals,Jaipur,164,113,12,6,6.28,25.5,Rajasthan Royals,field,0,32,0
Mumbai Indians,Sunrisers Hyderabad,Delhi,202,133,22,3,8.14,18.82,Sunrisers Hyderabad,bat,0,29,0
Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,140,105,26,7,6.7,8.08,Rajasthan Royals,field,0,28,1
Royal Challengers Bangalore,Rajasthan Royals,Chandigarh,171,42,87,9,7.64,8.9,Rajasthan Royals,field,1,27,1
Mumbai Indians,Delhi Capitals,Chennai,150,57,56,7,5.34,9.96,Delhi Capitals,field,0,49,1
Delhi Capitals,Lucknow Super Giants,Jaipur,181,142,18,6,8.35,13.0,Lucknow Super Giants,field,0,45,1
Sunrisers Hyderabad,Chennai Super Kings,Delhi,142,60,53,7,5.37,9.28,Sunrisers Hyderabad,bat,0,57,1
Delhi Capitals,Rajasthan Royals,Jaipur,227,206,19,6,12.24,6.63,Rajasthan Royals,bat,0,43,1
Punjab Kings,Mumbai Indians,Chennai,196,79,77,8,11.02,9.12,Punjab Kings,field,0,44,1
Lucknow Super Giants,Delhi Capitals,Chandigarh,217,83,81,7,12.77,9.93,Delhi Capitals,bat,0,57,1
Lucknow Super Giants,Royal Challengers Bangalore,Hyderabad,141,136,9,6,7.35,3.33,Royal Challengers Bangalore,bat,0,48,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,159,62,74,10,8.09,7.86,Kolkata Knight Riders,field,0,28,1
Lucknow Super Giants,Royal Challengers Bangalore,Ahmedabad,219,81,66,4,9.0,12.55,Royal Challengers Bangalore,bat,0,63,0
Rajasthan Royals,Delhi Capitals,Bangalore,168,96,63,5,10.11,6.86,Rajasthan Royals,field,0,44,1
Lucknow Super Giants,Sunrisers Hyderabad,Chandigarh,146,34,86,9,6.0,7.81,Sunrisers Hyderabad,field,1,27,1
Mumbai Indians,Punjab Kings,Kolkata,192,132,38,9,9.66,9.47,Mumbai Indians,bat,0,35,1
Delhi Capitals,Chennai Super Kings,Chennai,209,156,15,3,8.91,21.2,Delhi Capitals,field,0,47,0
Gujarat Titans,Delhi Capitals,Chandigarh,151,92,33,1,6.34,10.73,Delhi Capitals,bat,0,26,0
Rajasthan Royals,Kolkata Knight Riders,Hyderabad,199,88,63,6,9.26,10.57,Kolkata Knight Riders,bat,0,31,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,152,47,78,7,6.71,8.08,Kolkata Knight Riders,field,0,38,1
Rajasthan Royals,Sunrisers Hyderabad,Lucknow,158,103,20,7,6.18,16.5,Rajasthan Royals,field,0,38,1
Mumbai Indians,Gujarat Titans,Hyderabad,226,58,80,7,8.7,12.6,Gujarat Titans,field,0,58,1
Gujarat Titans,Punjab Kings,Delhi,175,82,57,10,7.81,9.79,Gujarat Titans,field,0,61,1
Punjab Kings,Delhi Capitals,Hyderabad,228,112,55,6,10.34,12.65,Delhi Capitals,bat,0,29,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,147,83,26,2,5.3,14.77,Kolkata Knight Riders,field,0,59,0
Royal Challengers Bangalore,Gujarat Titans,Delhi,204,63,68,6,7.27,12.44,Gujarat Titans,bat,0,33,1
Royal Challengers Bangalore,Punjab Kings,Chennai,186,54,90,8,10.8,8.8,Royal Challengers Bangalore,bat,1,31,1
Punjab Kings,Kolkata Knight Riders,Delhi,229,139,42,10,10.69,12.86,Kolkata Knight Riders,field,0,33,1
Delhi Capitals,Lucknow Super Giants,Chandigarh,218,77,65,6,8.4,13.02,Delhi Capitals,bat,0,31,1
Delhi Capitals,Chennai Super Kings,Chandigarh,193,156,25,1,9.85,8.88,Delhi Capitals,field,0,47,0
Punjab Kings,Royal Challengers Bangalore,Kolkata,141,108,18,10,6.35,11.0,Royal Challengers Bangalore,field,0,54,1
Punjab Kings,Delhi Capitals,Chennai,141,38,87,7,6.91,7.1,Delhi Capitals,field,1,38,1
Delhi Capitals,Lucknow Super Giants,Jaipur,157,61,57,5,5.81,10.11,Lucknow Super Giants,bat,0,47,1
Delhi Capitals,Sunrisers Hyderabad,Mumbai,207,101,41,3,7.67,15.51,Delhi Capitals,bat,0,25,1
Delhi Capitals,Mumbai Indians,Bangalore,229,216,8,10,11.57,9.75,Delhi Capitals,field,0,35,1
Lucknow Super Giants,Sunrisers Hyderabad,Jaipur,215,214,6,1,11.26,1.0,Sunrisers Hyderabad,bat,0,43,1
Sunrisers Hyderabad,Lucknow Super Giants,Lucknow,221,215,7,4,11.42,5.14,Sunrisers Hyderabad,field,0,29,1
Delhi Capitals,Sunrisers Hyderabad,Ahmedabad,200,48,86,8,8.47,10.6,Delhi Capitals,field,1,26,1
Mumbai Indians,Sunrisers Hyderabad,Ahmedabad,209,61,90,10,12.2,9.87,Mumbai Indians,bat,1,56,1
Lucknow Super Giants,Rajasthan Royals,Chandigarh,194,69,82,6,10.89,9.15,Lucknow Super Giants,bat,0,25,1
Kolkata Knight Riders,Gujarat Titans,Mumbai,142,125,23,6,7.73,4.43,Gujarat Titans,bat,0,61,1
Kolkata Knight Riders,Lucknow Super Giants,Chennai,142,105,28,6,6.85,7.93,Lucknow Super Giants,field,0,57,1
Delhi Capitals,Punjab Kings,Mumbai,152,126,32,9,8.59,4.88,Punjab Kings,bat,0,43,1
Kolkata Knight Riders,Chennai Super Kings,Ahmedabad,165,67,68,5,7.73,8.65,Chennai Super Kings,bat,0,54,1
Lucknow Super Giants,Gujarat Titans,Kolkata,225,151,39,4,11.19,11.38,Gujarat Titans,bat,0,30,1
Delhi Capitals,Lucknow Super Giants,Bangalore,144,143,11,9,7.87,0.55,Lucknow Super Giants,field,0,51,1
Delhi Capitals,Mumbai Indians,Chennai,149,84,61,8,8.54,6.39,Delhi Capitals,bat,0,46,1
Chennai Super Kings,Gujarat Titans,Lucknow,149,68,46,9,5.51,10.57,Gujarat Titans,field,0,25,1
Gujarat Titans,Delhi Capitals,Kolkata,177,44,87,9,8.0,9.17,Gujarat Titans,field,1,44,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,187,87,69,6,10.24,8.7,Chennai Super Kings,field,0,33,1
Mumbai Indians,Delhi Capitals,Delhi,155,71,59,9,6.98,8.54,Mumbai Indians,bat,0,48,1
Chennai Super Kings,Delhi Capitals,Kolkata,164,44,76,10,6.0,9.47,Delhi Capitals,field,0,41,1
Gujarat Titans,Rajasthan Royals,Kolkata,146,107,10,7,5.84,23.4,Rajasthan Royals,bat,0,39,0
Chennai Super Kings,Sunrisers Hyderabad,Ahmedabad,209,152,18,6,8.94,19.0,Chennai Super Kings,bat,0,29,1
Rajasthan Royals,Punjab Kings,Hyderabad,157,90,60,10,9.0,6.7,Punjab Kings,field,0,44,1
Gujarat Titans,Sunrisers Hyderabad,Mumbai,222,85,61,8,8.64,13.48,Gujarat Titans,field,0,52,1
Lucknow Super Giants,Kolkata Knight Riders,Ahmedabad,225,192,8,3,10.29,24.75,Kolkata Knight Riders,bat,0,56,0
Kolkata Knight Riders,Gujarat Titans,Lucknow,154,111,9,7,6.0,28.67,Kolkata Knight Riders,field,0,61,0
Lucknow Super Giants,Kolkata Knight Riders,Jaipur,149,37,82,7,5.84,8.2,Kolkata Knight Riders,field,0,37,1
Sunrisers Hyderabad,Rajasthan Royals,Ahmedabad,202,117,57,5,11.14,8.95,Sunrisers Hyderabad,field,0,54,1
Punjab Kings,Kolkata Knight Riders,Mumbai,180,111,57,7,10.57,7.26,Punjab Kings,field,0,54,1
Royal Challengers Bangalore,Delhi Capitals,Chennai,148,104,27,4,6.71,9.78,Delhi Capitals,field,0,64,1
Punjab Kings,Gujarat Titans,Bangalore,196,87,57,4,8.29,11.47,Gujarat Titans,field,0,43,0
Delhi Capitals,Lucknow Super Giants,Kolkata,171,134,35,1,9.46,6.34,Lucknow Super Giants,bat,0,32,1
Chennai Super Kings,Rajasthan Royals,Chennai,144,75,65,7,8.18,6.37,Chennai Super Kings,bat,0,26,1
Delhi Capitals,Kolkata Knight Riders,Chandigarh,213,191,21,3,11.58,6.29,Kolkata Knight Riders,bat,0,40,1
Mumbai Indians,Punjab Kings,Kolkata,170,68,75,9,9.07,8.16,Mumbai Indians,bat,0,51,1
Gujarat Titans,Rajasthan Royals,Delhi,198,148,11,6,8.15,27.27,Gujarat Titans,field,0,39,0
Lucknow Super Giants,Rajasthan Royals,Chandigarh,152,149,4,5,7.71,4.5,Lucknow Super Giants,bat,0,49,1
Mumbai Indians,Rajasthan Royals,Mumbai,149,102,24,8,6.38,11.75,Mumbai Indians,field,0,48,1
Kolkata Knight Riders,Mumbai Indians,Delhi,227,208,20,10,12.48,5.7,Kolkata Knight Riders,bat,0,35,1
Kolkata Knight Riders,Rajasthan Royals,Delhi,179,66,62,4,6.83,10.94,Kolkata Knight Riders,bat,0,39,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,209,110,51,5,9.57,11.65,Kolkata Knight Riders,field,0,44,1
Punjab Kings,Mumbai Indians,Bangalore,182,146,6,9,7.68,36.0,Punjab Kings,field,0,34,0
Punjab Kings,Sunrisers Hyderabad,Lucknow,165,74,63,4,7.79,8.67,Punjab Kings,bat,0,48,1
Kolkata Knight Riders,Gujarat Titans,Delhi,204,159,10,5,8.67,27.0,Kolkata Knight Riders,field,0,33,0
Gujarat Titans,Royal Challengers Bangalore,Ahmedabad,181,77,68,9,8.88,9.18,Royal Challengers Bangalore,bat,0,42,1
Gujarat Titans,Punjab Kings,Mumbai,147,57,81,8,8.77,6.67,Gujarat Titans,field,0,57,1
Rajasthan Royals,Delhi Capitals,Hyderabad,227,138,55,4,12.74,9.71,Delhi Capitals,bat,0,54,1
Mumbai Indians,Chennai Super Kings,Chandigarh,168,147,8,8,7.88,15.75,Chennai Super Kings,bat,0,58,1
Punjab Kings,Chennai Super Kings,Mumbai,204,71,72,7,8.88,11.08,Chennai Super Kings,bat,0,56,1
Gujarat Titans,Delhi Capitals,Chandigarh,195,155,26,5,9.89,9.23,Delhi Capitals,field,0,34,1
Kolkata Knight Riders,Rajasthan Royals,Lucknow,163,42,86,7,7.41,8.44,Kolkata Knight Riders,field,1,30,1
Rajasthan Royals,Punjab Kings,Chennai,162,50,83,10,8.11,8.1,Punjab Kings,bat,0,49,1
Rajasthan Royals,Delhi Capitals,Kolkata,177,142,18,1,8.35,11.67,Rajasthan Royals,field,0,31,1
Chennai Super Kings,Delhi Capitals,Chennai,220,112,59,8,11.02,10.98,Chennai Super Kings,bat,0,51,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,201,73,71,7,8.94,10.82,Kolkata Knight Riders,bat,0,37,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,178,110,16,2,6.35,25.5,Chennai Super Kings,field,0,43,0
